Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,200.619148122898,318.770922809904,1815.44023790527,1984.50867013598,2125.45905698314,2309.0490761946,2439.4633552251,2553.36186646266,2598.50552320723,2593.35509719847,2535.62343427332,2088.37718210612
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,..,3361.64086880275,15007.4918561719,15742.3913381905,13786.4567953114,14331.7515885053,15695.115154106,17865.0310947639,17945.2222164981,18207.1396408628,21080.1774491839,21851.1052012696
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,789.850392064409,3994.86114388889,8255.20921057153,7665.37969184142,7802.75136773923,8172.29947595953,8679.8974221128,9225.84515488016,8925.42186018651,5599.95752260733,4136.14657516013,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,331.523789179543,443.949928352154,1141.36103810369,1165.0507051115,1113.86863173964,986.265256814218,1062.71239873122,1162.97879205186,1094.49943775496,939.504249056769,1040.30862270774,1107.39529790821
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,..,301.87646966176,717.635753333907,713.734882389203,699.662946853965,722.131226789418,706.892691974846,700.037039377706,665.878447568436,597.529691893048,675.66318584916,754.532876859838
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,6821.87401726743,7424.35347159139,12589.5297146602,9408.75254642338,7867.51573102412,7945.00605016919,10529.116268568,11838.2987075,10542.4290203358,7034.65836451166,5908.9513231651,6716.09598462328
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,49418.0036599409,75210.1554443606,173659.496528595,179467.506904176,167809.21268111,165845.928847599,170875.739911488,175286.619274312,167259.160311816,165284.497122453,184083.321373984,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,..,3293.22997867086,15729.6524666512,16551.018202078,14263.9645773495,15008.313244553,16885.4073948375,19186.3595916406,19598.4008704357,20363.9244050084,23712.5357765275,24826.7910371972
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,33465.478207919,48659.5988753233,120000.14072986,123678.702143273,105462.012584423,106899.293549555,110193.213797229,116786.511654675,112621.821337402,117370.49690016,133590.146975586,126426.089934322
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,9269.64902237693,15684.7795496765,86853.4734232259,90873.6024865671,73220.6317344085,71919.0526699551,78985.632294577,84923.308755835,83183.4723863046,37646.4956527785,43873.4171613356,31617.5018997155
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,330.843525320839,285.46646330412,526.688019705349,517.136183197387,455.638034528182,464.616158414292,503.498058680237,512.543991518575,512.279665582666,462.40422880067,503.352081144811,505.035527643123
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,286.916594654486,225.952455474545,501.19717297875,534.126977149089,544.276872378699,454.443266065248,500.165547203323,537.932204050438,584.362867276266,622.184591368491,633.609733286822,645.158692067185
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,2513.24139547744,4087.56259349384,10727.6705533054,11045.5809765322,9699.58490873216,9555.64733478683,9979.70475684195,11073.9785943006,11132.1034532052,10160.8293465592,11109.2652881747,11971.9275991535
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,955.933666652944,2209.98823138762,8222.55802191859,8872.12866368996,9434.31190964075,9640.31919054401,10063.0037101733,10823.6104831326,11118.5262346524,7282.37291624623,10366.2567800183,11817.5239328803
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,299.821615850828,263.498384233191,778.797053031814,818.430341598893,723.504204968944,750.051809022529,795.682802118529,856.35659593664,840.175746132551,822.90613752314,881.510088639799,833.297255208972
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,7191.92360259617,11083.0127951665,24769.4496027657,26753.2601254783,24921.6778983872,25623.855626725,28823.3457592861,31566.3581092742,31506.5568445964,29196.9777453786,34218.2147417968,33940.9495961291
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,1704.25869220579,2127.24070522278,3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4769.19045858792,5188.97111429082,5567.97272706332,6172.14506539834,6727.79956217374
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,751.193482351168,660.303851848479,1929.77566068946,1715.38883792802,1562.72685253245,1579.19930100836,1634.64284512097,1749.95423645373,1839.96277798478,1868.46824831502,2166.04479650543,2190.70020547034
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,2506.18493271298,3929.08173176636,9764.64402458295,10366.3551883371,9507.87133656424,9965.72521738767,10841.6846706773,11643.4605962124,11403.2528942201,9005.46202174274,9062.72247588818,10216.2947440415
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,3196.91987187933,7232.91068093609,10865.6872912453,11076.1341141975,9753.40056232226,8875.08206876137,9434.37817948243,9857.00748742213,10145.1526279593,8654.99732516958,10045.676371041,11091.3054302538
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,1492.85518696186,2088.20954444136,2920.70086272777,2928.44878191958,2891.32210264749,3022.65362747328,3320.3549760029,3623.32933678299,3699.08151446862,3639.41269869588,3571.33676887856,3741.05776874774
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,..,440.538683980372,3321.04391689154,3289.16784588695,2749.91303825395,2847.63506882245,3454.95469039113,4156.95750022299,4404.95042249597,4376.24249318339,5235.63604416292,5562.61362534668
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,81813.3157655432,81764.256804385,185055.487411959,195772.673042609,170338.600368097,174606.493834998,173611.784301022,194287.09331266,199382.781206882,182537.304600697,234317.084818276,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,1184.76291423329,463.853881903101,4422.30087597824,4211.93943483306,3919.35121410276,3690.7567775547,3708.24822113607,4165.0228208175,4394.94715010112,4041.17414513165,4566.14013102675,4946.75481125723
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,..,1627.06499690495,7188.86244459578,7387.87103632246,6517.18961381857,7033.43800629458,7803.36257940837,8850.37840418683,8909.65333601178,7677.36914105517,9465.96640819442,9893.51590693197
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,1219.42456054688,1492.37707519531,3377.6435546875,3430.53466796875,3139.22827148438,3132.9521484375,3288.50268554688,3492.67236328125,3498.58251953125,3258.10498046875,3795.38696289063,3527.94189453125
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,..,318.342688504828,672.203988558972,680.375300447653,594.226917756451,430.992945098065,462.699970143116,504.535826061786,508.163403756662,454.062364345564,491.83907494798,541.454425499229
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,50.7829481961904,150.407828858471,1195.93779969734,1238.72871010838,1224.5623682428,1161.86181771761,1175.20255456427,1274.91566321935,1295.20148745222,1477.45290479479,1210.5406876897,1095.70178954585
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,2037.91060341669,2156.09014168741,5463.03136620996,5544.1038127905,4965.67282931154,4614.89217952266,5453.57062341501,5687.38118605248,5126.17614281673,4252.04180684509,4919.18895548026,4911.32763537761
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,..,..,8825.97522077303,9063.00364136768,7587.25148547245,8528.62766313758,9361.0386655318,10985.8755528475,10316.5250416633,10124.7004971896,11632.6914902719,11913.6573290384
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,184.923647653537,223.711891850609,809.384457748037,827.744704916142,882.307663457577,880.224893683469,1027.96547448918,1161.5343496196,1185.68231813605,1139.18989202387,1229.39420520705,1336.54604726414
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,21290.8603827045,26214.498549887,52198.8975607458,52900.5374153222,45193.4032187971,46039.105928411,48675.2223350217,53044.5324352244,52476.2732533318,52162.5701150397,57708.1112134322,55985.4034255707
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,14800.7912526944,16039.169170899,38503.2538471888,39675.5663122926,32428.5721129183,32286.9105568684,33874.9307617678,36495.1959858513,34934.5794941128,34700.9816157681,36668.4253519191,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13663.0216184298,13641.0178601057,42976.6495882584,44572.8987536626,38630.7265886928,40058.1961621466,42910.9728362488,43236.8866923404,42796.4305818389,41760.5947839997,49996.4206725811,48249.2640150011
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,238.765007996396,996.89785199474,1794.78256608089,1913.52132128269,2025.32726145896,2079.44552907512,2127.27765860035,1981.86316786346,1905.63831305189,1876.60737169569,2064.92511550317,2255.42598603695
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,419.603895477906,192.87772578084,548.157849006161,560.754475310886,481.111301119154,497.036120778867,514.543268872382,567.330849192284,550.963543141805,564.821997328603,590.629481388087,533.028763819513
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,567.517902154176,565.305992623438,2976.75673612767,3200.95314600431,2679.55476480921,2144.77993839856,1941.87948520625,2125.83428239448,2334.02354308408,2074.61392802438,2065.74906750923,2184.42149316828
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,2299.0443294502,1861.89900722369,5241.05363860085,5495.73140012997,4861.55615984223,5149.58676436907,5450.49703529752,6108.73913136452,6070.38805358275,5965.45023195365,6694.64112581709,6591.4712922903
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..,..,14806.0067892829,16044.4307312558,17665.1007493109,24054.9156122269,30751.6410731534,25862.7544529262,23687.2718520599,17302.9221368504,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,28242.7934092985,38178.0561473638,103553.840134417,97666.6951838749,74809.9658049898,70867.3609970749,76131.8384032764,82792.8427113304,76430.5889473338,68340.0181033702,90655.3910229392,106148.778627718
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,6475.41707045963,8321.39386651557,23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867,25056.7948608378
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,346.668515520908,531.306496052198,1126.04077606401,1173.39230924409,1282.44302583998,1468.82207690892,1567.64061969895,1620.7425960251,1437.1658337701,1322.31478270271,1505.01019279459,1596.66266149236
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,..,7416.48078677887,12418.8261724235,13580.0067430883,15761.3633809149,16743.376740009,16011.6611537815,15948.275862069,15567.0908684974,14016.2474961051,12083.8881491345,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,2626.14328023876,4099.00653989315,11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,16156.0742942819,16472.8317548406,13293.3332050433,15491.2897902482,17357.6286293985
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,833.053994956815,639.279199918609,2578.49864720758,2742.25004998231,2502.07374624489,2332.6756636019,2495.14047352341,2584.32773832502,2593.77579783693,2446.08441340059,2644.53717330941,3020.26964580164
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,1431.83920038625,1728.34074341006,6435.82655022784,6629.4265185753,5861.38972416093,5759.01833315657,6136.05835430284,6242.96150239538,5807.83881414187,5353.34804464198,5959.44176327886,6153.05567679103
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,1194.54830200693,1941.318259717,6697.18768268879,6614.83049889676,6180.11879937394,6163.86117862599,6676.3077877014,6912.10462268352,6955.88176963678,6063.62657980167,6635.46392344859,7125.8292350929
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,820.487180286668,1073.26443619332,2847.56795417743,2935.9285781194,2974.29692047629,3038.15204593606,3077.43443152814,3194.67270414955,3413.8490672059,3224.4228110466,3460.53940077621,3498.50981598253
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,1731.2095094382,4501.47996121234,13558.3425613478,14181.9501803099,12560.051419682,12378.8117640735,13815.499946254,15504.5089372145,15700.0135796738,15816.8204022734,17999.8322682985,18321.2808899533
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,7884.61798756332,11526.3720667968,21653.1959752226,22103.7009703317,19250.1065376852,19991.9724878811,21490.4298631042,23562.5545228187,23330.8172889316,22242.4064179716,24598.4727937544,24274.5165823077
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,8652.50749222505,16192.1269719638,28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7527508912,31615.0667918433,32916.866800639,31427.4291136799,32601.5656391821,35208.6371888414
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,16664.8314327886,27494.7713320186,97630.8255152088,93126.1494633822,66984.9102002396,58467.2355711087,59407.6980498883,66264.081168209,62827.3969543275,52315.6600783117,66838.3276414802,88046.3204155891
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,1648.33213009001,1659.92898538553,9497.20742687855,10031.3421526698,8976.95523628605,9404.38048702324,10727.9717457361,12494.4246355892,12957.9991142218,13047.457681178,14927.1168555732,15892.1185256988
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,3492.71020507813,1771.59411621094,15974.623046875,14095.646484375,9313.021484375,8704.89453125,10720.33203125,11287.3544921875,11536.2587890625,10194.44140625,12593.1572265625,15345.0966796875
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,348.38783214137,255.088225982301,704.423523628556,724.728681179813,733.822850390664,728.806677024971,756.547604942853,768.964130260141,806.128014394646,773.820557473379,821.228194072436,966.327110112571
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,747.780848318875,1406.76568300557,3989.8982485629,3948.7287814226,4048.46705675448,4105.81068128252,4261.64051331162,4189.05221936817,4308.30145287685,4042.72271474144,3857.35668493835,3743.20567929219
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,..,37473.7869829611,50435.367329687,50133.6065241633,42281.8112547926,43398.4285242172,44885.5178370475,48464.5246465877,47287.3983949924,45321.489222868,54982.4517157142,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,..,..,1551.19290457442,1754.6004708083,1571.4985399244,1688.37530288509,1805.52465051182,1950.62935180937,1991.73826385183,2161.31020078768,2360.54355385897,2404.25869314484
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,7349.70343546405,8795.26059641872,23945.5123106892,23862.8011860096,20442.3660631613,19930.407543816,20910.4829617971,24175.5831237449,23405.7061087736,20398.0609873699,24160.6760455307,30436.2783034025
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,980.754562221962,619.642123497551,1391.53219002002,1417.09498783186,1238.12639982031,1290.74997113225,1385.19921458889,1484.22706929232,1462.6783520711,1492.47590420334,1633.56011880605,1598.73599053078
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,..,914.785719885861,6755.07367461629,6600.05618640595,5588.9794435877,5765.20335248009,6292.5465490011,7252.40366767165,7417.20658487785,7733.80349392648,9230.17444674566,9393.62890629911
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,5642.07289740475,8063.65547617017,14729.6270299959,15188.1742779408,14894.4857827096,15409.8050193774,15961.2416816717,16409.4711279453,16851.1197648771,12020.021913519,12963.0646717088,15874.5400675106
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,150.193419097826,138.713941615327,706.452665201504,702.33860325433,581.293411814954,515.44783140804,484.456115646579,519.649983516466,506.606908156498,493.432252431844,504.621272179526,461.361138294258
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,11861.7561591366,23852.8343394594,56967.4257940383,57564.8023114977,55645.6068614606,56895.6433372978,61164.8973569773,66836.5385122528,66070.4706679227,61274.0064626976,77710.0699565617,82807.6490834764
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,27942.8805401415,33043.6883812669,32274.8905524359,31616.6816992667,29369.0568278169,28988.2592085877,35084.0351930602,29314.0942947043,32316.5959834846,36220.3380075608
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,2405.53516040785,5426.62428119306,18276.0095516548,18719.9881409368,16390.8821748507,16563.4404971233,17585.1970022571,19486.3936845502,19381.592110485,19551.6211601931,21782.8550659196,21258.1141354655
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,..,10201.3035366727,23503.2824850257,24247.1733184079,20890.1664304173,21678.3594670635,23514.0254604149,26123.7471277906,26016.0786839136,25545.2410027132,29291.4006234431,29457.40284439
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,662.85274862805,976.428300931315,2208.08525325958,2235.7335956261,2134.80542436874,2196.28390774566,2283.57894441331,2450.48293051599,2398.77296268603,2222.46214297336,2232.53695646531,2203.18965958102
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,131.02323900236,..,356.117903406242,377.557387161667,387.607994416701,387.186681561763,377.349071976258,379.986002695215,405.786763279583,416.217774718244,446.98155963536,461.775850005151
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,3160.8783649925,3241.66124034865,7441.23085399675,6965.1378973693,6204.92990145846,5735.06678717842,6734.47515312493,7048.50811239074,6688.77474649645,5741.64124877252,7055.05517621298,6776.48007742932
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..,..,1659.14078728478,1245.14931107226,1071.77776475545,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,13804.8767869937,14749.6874248766,29077.1820557566,29513.65118004,25754.36102944,26537.1594894549,28185.3213671972,30379.7211126417,29581.5185513293,26959.6754367322,30103.513733191,29350.1685214481
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,466.897656641503,869.753488572239,3643.83244853816,3885.62360951803,3990.3531233888,4107.82976157993,4388.20190753404,4360.58474164383,4082.69404756548,3852.38996755421,3994.2469579056,3354.38340757565
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,5346.47256765575,9275.98974602226,18315.914675326,19945.3926713338,20025.8848511621,21095.2540386708,22160.6036296839,22548.1506296397,23219.4090468738,18566.0178460649,18082.6879898426,20176.7475766259
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,4073.26462659876,5846.97550214791,9542.71357425779,10007.1868852904,10290.3504792779,10574.3025992667,11270.4328991025,11563.8720659858,11726.6771483578,8458.07506262658,9414.13774072652,11481.496719925
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,21920.0180458218,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,2136.83951627003,3760.08045686378,7117.55476276649,7210.61654857376,7386.73748424022,7684.7792821395,7996.65623319532,8399.69396687848,8680.24198247066,8306.36758115851,8360.10105917172,9125.31749650188
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1301.81909179688,378.157501220703,1834.56115722656,2076.0009765625,2226.40942382813,2614.29443359375,3188.76928710938,769.869140625,748.010925292969,608.33251953125,749.706787109375,1102.146484375
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,940.991772378839,1978.44661083547,9124.54109297075,9199.17789329145,8907.8381273582,5705.39923222194,6112.88291225207,6730.83678250321,6690.04478601228,4796.53331389928,4869.13422621242,5858.2860595119
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,30593.7241338416,29624.7698677482,61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51939.4297445291,52837.9039778149,61143.2212428047,55873.2208108977
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,39575.726814294,38864.0438950021,87304.3305813557,88724.9909402638,83806.4476003837,82153.0745447889,82254.3769269767,85216.6429514169,84121.9310304414,85656.322666307,91991.6004583563,92101.4697414382
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,1926.38460729734,4941.85259705136,993.739883114507,1071.23420366067,857.497867522093,664.341672265103,862.319063807846,1111.87209285102,1124.520554158,537.211361424552,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,485.319861766486,137.18190923442,1038.32071675482,1094.43012404924,970.362599670694,801.39383995978,844.365249851831,850.666958178735,889.023371807526,852.330229589791,916.691967061922,1054.18948358818
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,167.144546508789,399.451141357422,955.3212890625,1012.98474121094,929.107238769531,942.88134765625,975.924560546875,1011.59967041016,1050.93237304688,1104.16442871094,1146.03198242188,1192.40380859375
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,1545.2769565655,2004.10704225596,6041.13401347979,5822.37772319938,5708.79414662172,5854.46385243079,6436.78964911639,7124.55886705161,7628.57608699366,7001.78541255771,7060.89760941608,6908.80211929543
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,..,417.924199644793,1201.42360886915,1221.53422853912,1322.30088745104,1347.92636060894,1283.52588207378,1239.36608695997,1584.26382222333,1660.30830887811,2741.39394462437,2358.4090544008
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,570.932838514267,404.822074317398,826.428607280639,853.007813755102,760.242911612052,787.280161556316,814.41983755384,873.555156326018,848.304826917637,875.245409906734,964.050010186895,918.376755793481
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,1150.28129668079,1996.51507828251,4208.18868562018,4125.4260282984,4117.93037018511,3978.43821197087,4367.25562971244,4649.61351282985,4878.97818832247,4605.97087843701,4425.9705910742,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,4001.52228393122,6120.94594259561,19821.528649641,20327.9834550529,18389.5310289802,15991.1087914364,16094.6667788294,16164.1613344567,15690.9630952205,13871.7982158614,16032.502767725,18222.2603252218
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,1456.22448917712,2170.50814294017,4308.33742099708,4398.63869540854,3960.92484913663,3796.10901086093,3569.71883883673,3577.1694604526,3477.84427052074,3497.73323057269,3807.18456310206,3776.66777934015
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,2773.65070628836,4278.26653426387,12507.8031578864,12020.349659273,10851.9201069804,10734.2564687192,10464.007789586,9400.83633703723,9103.01239697463,8561.0643326366,9661.22773420424,10616.0610448133
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,857.339059424351,635.714311781872,7049.79750519535,7685.50985852327,6208.2966545016,6163.25340597611,6354.53282979422,6721.34954037245,7180.4595520094,7297.18004219407,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,22451.5687325118,24040.8746605688,25783.2941047676,26995.0321602259,25659.1958638691,26831.9714609396,27795.1485608171,20882.2612702141,23158.6378951102,24917.595805527
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,961.091944906504,1564.01519486158,3536.90117547358,3556.37878915785,3384.38253416751,3836.07307089399,4181.43756939925,4419.25632329714,4940.0506820692,4674.90908818494,5372.75676603732,5334.98860491543
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,244.754072542541,257.829605739453,819.757867445612,897.509728519811,864.180059367602,753.684405538911,766.177603973574,793.12808227851,823.024732829946,846.881199214807,883.465728078128,964.224385224431
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,1568.53662109375,658.344604492188,4187.73974609375,3104.65380859375,2124.66259765625,2187.7275390625,2638.32543945313,3096.5625,3661.45776367188,3751.7373046875,4827.845703125,4533.9755859375
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,26682.8498094612,31855.5006047175,45729.607675743,46865.9645976866,41525.1389043587,41054.5395698941,43063.9674785596,46722.2687193126,45376.1708390447,37629.1741680652,44315.554183896,53757.8632508308
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,19096.2412009479,28289.65268964,43449.0917173139,47447.5889322667,45071.0743234873,41146.0773555246,40622.6893883232,43306.3083049317,42747.080460496,40318.4169225055,46585.8975644567,45850.4261222629
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,23888.6000088133,36329.9560727102,53291.1276891406,55123.8497869046,56762.7294515989,57866.7449341091,59907.754260885,62823.309438197,65120.3946628653,63528.6343027508,70219.472454115,76398.5917422054
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,2983.24373634077,6932.47832494715,18140.8919180672,18131.5788465661,16950.7533762432,16837.9403803049,18995.3970195554,19026.04961089,18098.361548609,15650.4994274155,17923.9953327961,20795.0423535553
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,651.419209686743,558.226802377,2419.71874381787,2628.4600544321,2753.97105783086,2704.67718855008,1916.7646252423,1604.25864157357,1795.20176845657,1759.30747050785,1993.42447790795,2255.15115489364
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,1119.28001513864,1416.1970239414,2877.44452801285,2861.20316407946,2643.88689399558,2757.20330593386,3032.19702028187,3076.8353148388,3076.58988588361,2917.75684908933,3044.57364031957,3010.29217286159
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,2461.03935458171,4795.63474784068,12433.9807853398,15975.7293753361,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,96.7192957412953,394.583136574358,2367.49954241069,2558.7789242001,2595.23497870737,2760.7171010752,2992.07174595941,3267.22500852051,3491.09127859728,3586.34729656749,3756.48912237473,4163.5143004093
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,34597.9766940328,33045.3643795999,34007.3529411765,35324.9748874586,35365.0693039774,36653.8630480089,38596.0307118282,39552.1685953523,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,..,1476.17185000238,3315.29753909282,3352.11259506043,3272.15432360708,3527.61382413178,3620.36048715937,3562.33094270256,3656.85827137011,3233.56863835858,3678.63565662194,3789.32796575153
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,422.210702169172,518.14867272789,1497.7479410273,1557.60140563182,1488.41626715083,1069.81699688467,893.716572852695,701.714877767947,693.816483547342,583.875662932079,603.707959365751,676.928385042108
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,427.406453462986,364.026125867299,1840.32055335789,1724.57621968232,1307.90964916032,1249.92314348406,1495.75213841021,1475.19983636703,1268.12094056241,956.831747486282,1137.34439483196,1487.90776431025
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,868.490174851563,565.284389703613,1408.36781031236,1407.03429109916,1410.32917348908,1421.78779140568,1192.10701198862,2269.17701232332,1421.86859641758,1372.69667433317,1773.92041088078,1266.99603069032
